X,Y,objectid,feature_type,industry_id,station_name,station_owner,station_description,station_address,station_suburb,station_postcode,station_state,operational_status,spatial_confidence,gnaf_assignment_method,station_revised_date,gnaf_formatted_address,gnaf_address_detail_pid,gnaf_confidence,gnaf_suburb,gnaf_postcode,distance_to_gnaf
134.191571,-19.6453539999999,2446,PETROL STATION,,INDEPENDENT TENNANT CREEK,INDEPENDENT FUEL SUPPLIES,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,84 PATERSON STREET,TENNANT CREEK,0860,NT,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
132.364341,-14.511523,2447,PETROL STATION,1747,RAAF BASE TINDAL,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,DAWSON ROAD,TINDAL,0853,NT,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
130.926544943,-12.460507306,2448,PETROL STATION,5807,ADF DARWIN,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,5 WISHART ROAD,WISHART,0822,NT,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
130.855806767,-12.40946951,2449,PETROL STATION,,LUDMILLA,UNITED,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,187 BAGOT ROAD,LUDMILLA,0820,NT,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
133.89998,-23.7004719999999,2450,PETROL STATION,411880,MOBIL ALICE SPRINGS,7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,70 SPEARWOOD ROAD,SADADEEN,0870,NT,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,13/07/2012,,,,,,
130.837389,-12.459397,2451,PETROL STATION,4116,BP DARWIN CITY,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,91 SMITH STREET,DARWIN,0800,NT,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
133.875971,-23.691068,2452,PETROL STATION,411883,MOBIL ALICE SPRINGS,7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,34 STUART HIGHWAY,CICCONE,0870,NT,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,13/07/2012,,,,,,
133.853184,-23.704172,2453,PETROL STATION,411879,MOBIL ALICE SPRINGS,7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,178 LARAPINTA DRIVE,ARALUEN,0870,NT,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,13/07/2012,,,,,,
130.851953,-12.388302,2454,PETROL STATION,,COLES EXPRESS NIGHTCLIFF,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,PROGRESS DRIVE AND DICK WARD DRIVE,NIGHTCLIFF,0810,NT,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
136.307561,-16.073496,2455,PETROL STATION,4453,GULF MINI MART,INDEPENDENT FUEL SUPPLIES,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,130-166 ROBINSON ROAD,BORROLOOLA,0854,NT,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
130.869452,-12.4256829999999,2456,PETROL STATION,,COLES EXPRESS WINNELLIE,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,380 STUART HIGHWAY,WINNELLIE,0820,NT,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
131.014047,-12.700713,2457,PETROL STATION,,INDEPENDENT BERRY SPRINGS,INDEPENDENT FUEL SUPPLIES,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,778-810 COX PENINSULA ROAD,BERRY SPRINGS,0838,NT,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
132.262921,-14.46561,2458,PETROL STATION,,COLES EXPRESS KATHERINE,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,28-30 KATHERINE TERRACE,KATHERINE SOUTH,0850,NT,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
131.51154,-24.250618,2459,PETROL STATION,411887,MOBIL KINGS CANYON VIA ALI CURUNG,7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,RED CENTRE WAY,PETERMANN,0872,NT,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,13/07/2012,,,,,,
133.79557,-18.318499,2460,PETROL STATION,8597,BP RENNER SPRINGS DESERT,INDEPENDENT FUEL SUPPLIES,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,STUART HIGHWAY,PAMAYU,0862,NT,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
130.881884,-12.377038,2461,PETROL STATION,,COLES EXPRESS CASUARINA,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,242 TROWER ROAD,WAGAMAN,0810,NT,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
131.015485915,-12.7010982469999,2462,PETROL STATION,4435,BERRY SPRINGS CENTRE,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,817-829 COX PENINSULA ROAD,BERRY SPRINGS,0838,NT,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
134.22265,-20.640819,2463,PETROL STATION,,INDEPENDENT DAVENPORT,INDEPENDENT FUEL SUPPLIES,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,STUART HIGHWAY,DAVENPORT,0872,NT,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
133.385659,-16.3076599999999,2464,PETROL STATION,9327,DALY WATERS,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,STUART HIGHWAY AND CARPENTARIA HIGHWAY,BIRDUM,0852,NT,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
130.851932,-12.38953,2465,PETROL STATION,,WOOLWORTHS CALTEX NIGHTCLIFF,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,DICK WARD DRIVE AND CRAIG CRESCENT,COCONUT GROVE,0810,NT,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
133.416571,-22.1307229999999,2466,PETROL STATION,411882,MOBIL TI TREE WELL,7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,STUART HIGHWAY,TI TREE,0872,NT,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,13/07/2012,,,,,,
149.084896,-35.349958,2467,PETROL STATION,,COLES EXPRESS PHILLIP,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,172 MELROSE DRIVE,PHILLIP,2606,ACT,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,172 MELROSE DRIVE,GAACT714960647,1,PHILLIP,2606,0
149.059062,-35.236307,2468,PETROL STATION,,WOOLWORTHS CALTEX BELCONNEN,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,4 LUXTON STREET,BELCONNEN,2617,ACT,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,4 LUXTON STREET,GAACT714857114,2,BELCONNEN,2617,0.40000001
149.163624429,-35.328687798,2469,PETROL STATION,,COLES EXPRESS FYSHWICK WILUNA,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,2 WILUNA STREET,FYSHWICK,2609,ACT,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,2 WILUNA STREET,GAACT715216741,0,FYSHWICK,2609,34.29999924
149.044373,-35.244273,2470,PETROL STATION,,COLES EXPRESS HAWKER,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,20 SPRINGVALE DRIVE,HAWKER,2614,ACT,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,20 SPRINGVALE DRIVE,GAACT714862337,1,HAWKER,2614,0
149.066743,-35.418919,2471,PETROL STATION,,WOOLWORTHS CALTEX TUGGERANONG,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,170 SCOLLAY STREET,GREENWAY,2900,ACT,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,170 SCOLLAY STREET,GAACT717574334,1,GREENWAY,2900,0
149.133379,-35.270935,2472,PETROL STATION,,CALTEX BRADDON,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,36 LONSDALE STREET,BRADDON,2612,ACT,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,36 LONSDALE STREET,GAACT714890626,2,BRADDON,2612,0.1
149.132056,-35.270769,2473,PETROL STATION,,COLES EXPRESS BRADDON,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,54 MORT STREET,BRADDON,2612,ACT,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,54 MORT STREET,GAACT714873047,2,BRADDON,2612,0
149.126377,-35.183612,2474,PETROL STATION,,COLES EXPRESS GUNGAHLIN,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,1 GINN STREET,GUNGAHLIN,2912,ACT,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,1 GINN STREET,GAACT717414536,1,GUNGAHLIN,2912,0.1
149.064012,-35.242627,2475,PETROL STATION,,COLES EXPRESS BELCONNEN,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,19 LATHLAIN STREET,BELCONNEN,2617,ACT,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,19 LATHLAIN STREET,GAACT718181366,1,BELCONNEN,2617,16.20000076
149.139901,-35.215026,2476,PETROL STATION,,CALTEX MITCHELL,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,116 LYSAGHT STREET,MITCHELL,2911,ACT,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,116 LYSAGHT STREET,GAACT714850739,2,MITCHELL,2911,0
149.021019,-35.224101,2477,PETROL STATION,,CALTEX WOOLWORTHS HOLT,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,1 HARDWICK CRESCENT,HOLT,2615,ACT,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,1 HARDWICK CRESCENT,GAACT714869329,1,HOLT,2615,0.1
149.162632,-35.329874,2478,PETROL STATION,411775,MOBIL FYSHWICK,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,2 IPSWICH STREET,FYSHWICK,2609,ACT,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,2 IPSWICH STREET,GAACT716910406,1,FYSHWICK,2609,2
149.132731,-35.2758049999999,2479,PETROL STATION,2239,BP BRADDON,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,2 LONSDALE STREET,BRADDON,2612,ACT,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,2 LONSDALE STREET,GAACT714876366,2,BRADDON,2612,12.60000038
149.103666,-35.233718,2480,PETROL STATION,,CALTEX KALEEN,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,275 MARIBYRNONG AVENUE,KALEEN,2617,ACT,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,275 MARIBYRNONG AVENUE,GAACT717231897,0,KALEEN,2617,0
149.091761,-35.458134,2481,PETROL STATION,,WOOLWORTHS CALTEX CONDER,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,4 NORMAN LINDSAY STREET,CONDER,2906,ACT,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,4 NORMAN LINDSAY STREET,GAACT714919365,2,CONDER,2906,0
149.081457,-35.3248389999999,2482,PETROL STATION,,COLES EXPRESS CURTIN,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,17 STRANGWAYS STREET,CURTIN,2605,ACT,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,17 STRANGWAYS STREET,GAACT714947136,2,CURTIN,2605,0.1
149.093654652,-35.365203,2483,PETROL STATION,,MAWSON,7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,1 MAWSON PLACE,MAWSON,2607,ACT,OPERATIONAL,5,GNAF ADDRESS MATCH,13/07/2012,1 MAWSON PLACE,GAACT717573807,1,MAWSON,2607,123.80000305
149.125588,-35.253366,2484,PETROL STATION,,CALTEX LYNEHAM,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,66 WATTLE STREET,LYNEHAM,2602,ACT,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,66 WATTLE STREET,GAACT714894590,2,LYNEHAM,2602,0.1
149.169760614,-35.3339924049999,2485,PETROL STATION,,UNITED FYSHWICK,UNITED,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,2 YALLOURN STREET,FYSHWICK,2609,ACT,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,2 YALLOURN STREET,GAACT715137689,1,FYSHWICK,2609,27.60000038
149.142807,-35.3162349999999,2486,PETROL STATION,,HOLMES INDEPENDENT,INDEPENDENT FUEL SUPPLIES,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,38 EYRE STREET,KINGSTON,2604,ACT,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,38 EYRE STREET,GAACT715709775,0,KINGSTON,2604,0
149.126102,-35.1837619999999,2487,PETROL STATION,,WOOLWORTHS CALTEX GUNGAHLIN,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,2 GINN STREET,GUNGAHLIN,2912,ACT,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,2 GINN STREET,GAACT715321869,2,GUNGAHLIN,2912,0.40000001
149.112609,-35.434806,2488,PETROL STATION,,CALTEX WOOLWORTHS CALWELL,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,1 WEBBER CRESCENT,CALWELL,2905,ACT,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,1 WEBBER CRESCENT,GAACT716724565,1,CALWELL,2905,19.39999962
149.073214,-35.253075,2489,PETROL STATION,1109,BP JAMISON,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,115 REDFERN STREET,MACQUARIE,2614,ACT,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,115 REDFERN STREET,GAACT715158793,1,MACQUARIE,2614,16.39999962
149.052112,-35.3401969999999,2490,PETROL STATION,,CALTEX WOOLWORTHS WESTON,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,49 BRIERLY STREET,WESTON,2611,ACT,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,49 BRIERLY STREET,GAACT715146880,0,WESTON,2611,0
149.060542,-35.3523949999999,2491,PETROL STATION,1111,BP WARAMANGA,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,93 NEMARANG CRESCENT,WARAMANGA,2611,ACT,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,93 NEMARANG CRESCENT,GAACT714951344,0,WARAMANGA,2611,0.60000002
149.0178561,-35.2208871,2492,PETROL STATION,,HOLT,7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,88 HARDWICK CRESCENT,HOLT,2615,ACT,OPERATIONAL,5,GNAF ADDRESS MATCH,13/07/2012,88 HARDWICK CRESCENT,GAACT714963658,1,HOLT,2615,28.89999962
149.069132,-35.4184359999999,2493,PETROL STATION,,COLES EXPRESS TUGGERANONG,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,149 SOWARD WAY,GREENWAY,2900,ACT,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,149 SOWARD WAY,GAACT714918821,1,GREENWAY,2900,0
149.138892,-35.320031,2494,PETROL STATION,2217,BP EXPRESS KINGSTON,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,77 CANBERRA AVENUE,GRIFFITH,2603,ACT,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,77 CANBERRA AVENUE,GAACT714885819,1,GRIFFITH,2603,0
149.06128,-35.239568,2495,PETROL STATION,,COLES EXPRESS BELCONNEN TOWN CENTRE,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,27 COHEN STREET,BELCONNEN,2617,ACT,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,27 COHEN STREET,GAACT717055094,1,BELCONNEN,2617,0.1
149.133431,-35.571314,2496,PETROL STATION,,AMPOL WILLIAMSDALE,INDEPENDENT FUEL SUPPLIES,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,7845 MONARO HIGHWAY,TUGGERANONG,2900,ACT,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,7845 MONARO HIGHWAY,GAACT716974623,1,TUGGERANONG,2900,27.70000076
149.162632,-35.329874,2497,PETROL STATION,411775,MOBIL FYSHWICK,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,2 IPSWICH STREET,FYSHWICK,2609,ACT,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,2 IPSWICH STREET,GAACT716910406,1,EAST TOOWOOMBA,2609,2
149.094089,-35.3343649999999,2498,PETROL STATION,,CALTEX WOOLWORTHS HUGHES,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,12 WISDOM STREET,HUGHES,2605,ACT,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,12 WISDOM STREET,GAACT714950856,2,HUGHES,2605,0.1
149.093781,-35.3666079999999,2499,PETROL STATION,,WOOLWORTHS CALTEX MAWSON,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,42 MAWSON PLACE,MAWSON,2607,ACT,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,42 MAWSON PLACE,GAACT714958854,1,MAWSON,2607,0
149.085289,-35.3510019999999,2500,PETROL STATION,2222,BP EXPRESS PHILLIP,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,166 MELROSE DRIVE,PHILLIP,2606,ACT,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,166 MELROSE DRIVE,GAACT715122661,0,PHILLIP,2606,0
149.128148,-35.413104,2501,PETROL STATION,2909,BP EXPRESS CHISHOLM,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,3 BENHAM STREET,CHISHOLM,2905,ACT,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,3 BENHAM STREET,GAACT714891632,2,CHISHOLM,2905,23.79999924
149.068791,-35.3926049999999,2502,PETROL STATION,,CALTEX TUGGERANONG,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,150 O'HALLORAN CIRCUIT,KAMBAH,2902,ACT,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,150 O'HALLORAN CIRCUIT,GAACT715708941,1,KAMBAH,2902,0
149.033374,-35.205594,2503,PETROL STATION,,COLES EXPRESS CHARNWOOD,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,1 CHARNWOOD PLACE,CHARNWOOD,2615,ACT,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,1 CHARNWOOD PLACE,GAACT714846217,2,CHARNWOOD,2615,0
149.162511,-35.3924769999999,2504,PETROL STATION,,WOOLWORTHS CALTEX HUME,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,96 SHEPPARD STREET,HUME,2620,ACT,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,96 SHEPPARD STREET,GAACT714852694,1,HUME,2620,40.79999924
149.0481521,-35.2080501,2505,PETROL STATION,,MELBA,7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,2 CHINNER CRESCENT,MELBA,2615,ACT,OPERATIONAL,5,GNAF ADDRESS MATCH,13/07/2012,2 CHINNER CRESCENT,GAACT715171340,1,MELBA,2615,20.5
149.107768,-35.314043,2506,PETROL STATION,,COLES EXPRESS DEAKIN,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,29 HOPETOUN CIRCUIT,DEAKIN,2600,ACT,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,29 HOPETOUN CIRCUIT,GAACT717935800,1,DEAKIN,2600,0.1
149.096864,-35.404075,2507,PETROL STATION,,WOOLWORTHS CALTEX ERINDALE,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,50 DENIGAN STREET,WANNIASSA,2903,ACT,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,50 DENIGAN STREET,GAACT716974394,1,WANNIASSA,2903,0
149.057528,-35.3788779999999,2508,PETROL STATION,,CALTEX WOOLWORTHS KAMBAH,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,3 MARCONI CRESCENT,KAMBAH,2902,ACT,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,3 MARCONI CRESCENT,GAACT714928539,2,KAMBAH,2902,0
149.101451,-35.405587,2509,PETROL STATION,,ERINDALE,7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,ASHLEY DRIVE,WANNIASSA,2903,ACT,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,13/07/2012,,,,,,
149.0962621,-35.2138821,2510,PETROL STATION,,GIRALANG,7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,CANOPUS CRESCENT,GIRALANG,2617,ACT,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,13/07/2012,,,,,,
149.175653,-35.3326999999999,2511,PETROL STATION,,CALTEX FYSHWICK,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,55 WHYALLA STREET,FYSHWICK,2609,ACT,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
149.081494,-35.188937,2512,PETROL STATION,,CALTEX NICHOLLS,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,41-55 O'HANLON PLACE,NICHOLLS,2913,ACT,OPERATIONAL,1,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
149.177843,-35.32791,2513,PETROL STATION,,COLES EXPRESS FYSHWICK CAPITAL,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,98-106 NEWCASTLE STREET,FYSHWICK,2609,ACT,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
149.137332,-35.249051,2514,PETROL STATION,,COLES EXPRESS DICKSON,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,71-81 BADHAM STREET,DICKSON,2602,ACT,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
149.137361,-35.251031,2515,PETROL STATION,,WOOLWORTHS CALTEX DICKSON,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,1-3 BADHAM STREET,DICKSON,2602,ACT,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
149.0623601,-35.1947701,2516,PETROL STATION,,SPENCE,7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,CLAREY CRESCENT,SPENCE,2615,ACT,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,13/07/2012,,,,,,
149.08532,-35.3902479999999,2517,PETROL STATION,,COLES EXPRESS WANNIASSA,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,49-51 RYLAH CRESCENT,WANNIASSA,2903,ACT,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
149.1315521,-35.2757210999999,2518,PETROL STATION,,BRADDON,7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,MORT STREET,CANBERRA,2612,ACT,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,13/07/2012,,,,,,
